type,cityBuilding,area,years ,num_Buildings,occupancy,site_EUI,wn_Site_n_Gas_Use,wn_Site_Electricity,water_Use,target
Multifamily Housing,0,89720,61,1,100,83.2,60080.8,411881.2,4631.7,441.5
Multifamily Housing,0,87195,99,1,100,83.4,59869.8,361728.8,6306.8,426.2
Multifamily Housing,0,96330,95,1,100,61.3,48285.8,308864.8,3288.6,347.9
Multifamily Housing,0,59331,34,1,100,72.4,29391.3,382495.5,1811,270.5
Multifamily Housing,0,58311,91,1,100,95.3,45554.4,284050.2,5841.4,326.2
Multifamily Housing,0,66871,80,1,100,82.7,47809.2,209160,3150,317
Multifamily Housing,0,96800,84,1,100,53.7,44230.6,213102.1,3752.6,299.8
Multifamily Housing,0,122971,63,1,100,96.6,89301,839229.1,5600.7,721.6
Multifamily Housing,0,71981,56,1,100,76.3,39788.9,433664.9,5202,339
Multifamily Housing,0,120318,49,1,100,55.2,52567.7,402301.9,3119.4,396.4
Multifamily Housing,0,110365,56,1,100,89.5,83478.4,430901.6,8566.7,572.2
Multifamily Housing,0,82533,65,1,100,109,55931.1,973052.2,3681.2,584.5
Senior Care Community,0,120000,11,1,100,39.1,24411.4,673506.1,9178.6,322.9
Multifamily Housing,0,74097,14,1,100,49.6,16469,578616.8,2806.7,259.2
Multifamily Housing,0,55111,89,1,100,102.7,51120.1,165738.5,4060.4,318.8
Multifamily Housing,0,61848,99,1,100,73.9,39454.7,181948.9,2642.1,262.9
Multifamily Housing,0,52921,95,1,100,89.5,41328.3,173895.3,4073,270.8
Multifamily Housing,0,57195,99,1,100,87.6,44440.1,181575.2,3351.9,286.2
Multifamily Housing,0,154000,89,1,100,75.1,88396.8,775394.6,4943.7,699.6
Multifamily Housing,0,177375,68,1,100,76.1,114602.8,581261,7976.5,781.4
Multifamily Housing,0,110880,77,1,100,57.2,54451.9,267158.3,3508.4,366.4
Multifamily Housing,0,135300,78,1,100,59.7,16156,427333,5148.8,586.3
Multifamily Housing,0,85615,91,1,100,99.5,73178.1,344055.8,2577.2,489.8
Multifamily Housing,0,356686,50,11,100,101.1,336235.6,717449.9,13798.6,1993.2
Multifamily Housing,0,356687,50,10,100,79.2,7116.8,2494776,12167.1,2194.1
Multifamily Housing,0,448483,58,4,100,46.9,170630.7,1091989.4,13964.6,1238.7
Multifamily Housing,0,67355,119,1,100,104.9,54926.7,470664.1,3774.1,426
Multifamily Housing,0,64460,55,1,100,69.7,37991.2,193581,3299.3,260.2
Multifamily Housing,0,80300,56,1,100,75.9,1855.7,309689.6,2489.5,464.9
Multifamily Housing,0,538384,58,5,100,53.2,193359.1,2708029.3,20763.7,1817.7
Multifamily Housing,0,201960,56,1,100,98.5,10081.7,1087115.4,13380,1493.7
Multifamily Housing,0,80190,78,1,100,68.6,45965.3,255867.8,2194,320
Multifamily Housing,0,134200,53,1,100,105.6,3257.7,586978.5,7195.7,1079
Multifamily Housing,0,419334,52,1,100,104.1,344324.8,1692992.3,28630.3,2580.3
Multifamily Housing,0,72191,82,1,100,68.3,42243.6,196171.2,2564.7,283.5
Multifamily Housing,0,170104,53,1,100,113.3,5303.4,762003.5,84.1,1464.5
Multifamily Housing,0,64819,83,1,100,86.4,49485.3,186930.1,2357.9,318.2
Multifamily Housing,0,78639,89,1,100,81.8,55999,260139.7,4907.3,370.5
Multifamily Housing,0,308109,57,1,100,91.4,246079.7,1078496.5,27668.2,1616.4
Multifamily Housing,0,450492,88,9,100,90.6,351018.8,1610552.2,27719.7,2346.5
Multifamily Housing,0,376976,54,1,100,102.6,347858.1,1252844.8,26644.1,2193
Multifamily Housing,0,306708,57,1,100,94,250418.5,1048703.7,23331.7,1648.5
Multifamily Housing,0,305089,57,1,100,93,251281,1014564.3,23084.9,1620.7
Multifamily Housing,0,349005,57,1,100,113,343206,1429451.4,28919.7,2253.1
Multifamily Housing,0,298527,56,1,100,58.7,136536.1,1151006,16784.2,1058.5
Multifamily Housing,0,258500,82,8,100,75.5,167888,772385,11635.5,1121.2
Multifamily Housing,0,234115,53,1,100,69.2,5960.2,1095520.9,7355.6,1137
Multifamily Housing,0,131283,36,1,100,75.8,81152.1,559400.7,8036.9,590.6
Multifamily Housing,0,94384,88,1,100,74.8,61845.3,282006.6,3394.7,405.3
Multifamily Housing,0,178508,71,1,100,70,107644.1,538646.7,10058.9,723.6
Multifamily Housing,0,140540,63,2,100,100.6,121504,560324.9,6741.4,812.4
Multifamily Housing,0,88310,70,1,100,70.6,51792.9,297716.5,2666.1,363.8
Multifamily Housing,0,181500,64,1,100,80.1,122052.7,657720.4,5349.3,844.9
Multifamily Housing,0,245520,60,1,100,71.5,139163.2,1038267.6,12778.2,1048.3
Multifamily Housing,0,226014,89,1,100,76.3,122698.2,1500860,5666.5,1079.3
Multifamily Housing,0,65028,11,1,100,91.8,45833.6,405282.9,5071,361.7
Multifamily Housing,0,71336,106,1,100,71.9,38723.2,381718.6,1856.7,314.4
Multifamily Housing,0,57567,58,1,100,91.9,47786.2,70156.8,3267.7,297.4
Hotel,0,233230,30,1,100,97.6,106495.9,3514879.1,15427.8,1592.3
Multifamily Housing,0,54192,107,1,100,34.1,6487.5,519846.5,5058.6,186.1
Multifamily Housing,0,103784,13,1,100,61.8,669.6,1314358.7,5801.9,508
Multifamily Housing,0,187445,57,1,100,60.3,5782.9,1591248.1,8657.2,884.2
Multifamily Housing,0,61600,139,1,100,74.7,25650.1,592455.7,2759.9,308.6
Other,0,52963,101,1,100,32.8,2537.3,434708.8,751,139.2
Multifamily Housing,0,139328,19,1,100,94.1,101996.8,859779,6710.6,790.3
Multifamily Housing,0,137981,19,1,100,79.7,82076.4,824097.7,5543,674.1
Multifamily Housing,0,109060,15,1,100,86.4,63773.4,874059.6,4058.8,597.7
Multifamily Housing,0,92244,19,1,100,96.3,69315.6,556477.2,4352.9,532
Multifamily Housing,0,221989,16,1,100,72.3,109058.9,1525920.7,10365.8,1021.2
Multifamily Housing,0,123409,116,1,100,92.2,2431.1,787161.4,3693.1,868.1
Multifamily Housing,0,112293,92,1,100,79.4,3066.9,475287.4,4243,672.2
Multifamily Housing,0,92406,19,1,100,88.9,64893.7,519625.9,5663,492.4
Multifamily Housing,0,92455,19,1,100,82,58363.9,516015.9,4161.7,458.9
Multifamily Housing,0,64753,19,1,100,94.9,47263.4,417664.2,2722.5,372.3
Multifamily Housing,0,115384,102,1,100,84,9085.9,605132.3,4384.1,722.1
Multifamily Housing,0,68402,19,1,100,97.7,51517.9,440195.7,3583.3,403.4
Multifamily Housing,0,157183,19,1,100,86.1,104277,910245.5,7043.9,818.8
Multifamily Housing,0,528466,18,1,100,84.5,338451.4,3241251.9,18762.6,2729.7
Multifamily Housing,0,155360,19,1,100,94,114137.3,945266.6,9356.5,879.2
Multifamily Housing,0,593970,21,1,100,98.2,425064.7,4577984.9,26428.6,3595.1
Multifamily Housing,0,93105,19,1,100,83.6,60272.2,515568.2,4133.8,470.2
0n-Refrigerated Warehouse,0,64000,97,1,100,45.4,17840,328800,662.2,189.8
Multifamily Housing,0,361886,41,1,100,78.6,209316.2,2127707.3,15236.9,1747.4
Multifamily Housing,0,370082,16,1,100,98.1,268786.9,2726375.8,14127.6,2224
Multifamily Housing,0,225996,92,1,100,62.3,95313.3,1311178.1,6924.7,889.5
Multifamily Housing,0,152364,67,102,100,146,197605.9,742650.5,9066.7,1263.6
Multifamily Housing,0,221621,69,150,100,149.9,297053.7,1058259.2,11449.3,1881.9
Multifamily Housing,0,124662,69,62,100,171.5,191069.8,732878.3,6513.8,1216.9
Multifamily Housing,0,235472,67,155,100,152.5,321583.7,1131073.8,14000.9,2032.6
Office,0,57275,60,1,100,89.4,12198.8,1132634.8,678.2,394.5
Multifamily Housing,0,133110,83,1,100,72.6,75621.8,428967.4,4569.1,578.2
Multifamily Housing,0,77564,65,1,100,87.8,1703.3,335343,2704.2,520
Multifamily Housing,0,71005,79,1,100,68.2,37975.3,300706.8,3212.2,290.5
Multifamily Housing,0,242471,30,1,100,112.5,214531.9,1651468.2,11166.2,1630.7
Multifamily Housing,0,282969,16,1,100,72.1,86478.7,3403742.6,7598,1454.7
Multifamily Housing,0,96425,14,1,100,82.9,52202.3,823896.5,3407.8,515
Multifamily Housing,0,369270,10,1,100,115.2,285265.4,4175803.6,13766.1,2715.9
Multifamily Housing,0,115015,120,1,100,43.6,2506.5,1326845.8,5170.7,415
Multifamily Housing,0,81175,92,1,100,66.4,1267.3,386417.8,2498.3,415.4
Multifamily Housing,0,362205,48,1,100,119.3,319264.1,3378414.2,21313.5,2668.4
Multifamily Housing,0,54663,82,1,100,84.7,36992,184236.4,2969.8,272.2
Residence Hall/Dormitory,0,59730,110,1,100,66.2,34264.7,160578.9,1767.6,227.7
Multifamily Housing,0,189766,108,2,100,75.4,104540.8,1098941.7,224.4,881.1
Multifamily Housing,0,177311,62,1,100,81.6,111297.8,1009907.6,6992,879.5
Multifamily Housing,0,129207,62,1,100,86,2613.3,595753.3,4097.6,841.4
Multifamily Housing,0,64562,96,1,100,94.5,558.8,512806.4,1432.5,474.6
Multifamily Housing,0,129616,62,1,100,80.3,80816.6,659056,5975.4,626
Multifamily Housing,0,118084,111,1,100,85.9,74033.9,786410.4,4989.7,624.2
Multifamily Housing,0,84984,56,1,100,88,62087,307293.1,5857.4,435.5
Multifamily Housing,0,62648,88,1,100,83.6,45540.5,171577.3,2936.1,300.6
0n-Refrigerated Warehouse,0,87810,56,1,100,67.7,23384.8,1043249,862.3,428
"Repair Services (Vehicle, Shoe, Locksmith, etc.)",0,171278,45,1,100,169.6,222320.9,1940399.8,273,1752.3
Multifamily Housing,0,57605,81,1,100,65.1,30727.4,206061.5,1556.7,221.8
Multifamily Housing,0,685393,55,1,100,105.7,629663.5,2848815.1,37732.7,4160.6
Multifamily Housing,0,70995,79,1,100,74.3,42506.8,288584.5,1766.9,312
Multifamily Housing,0,71005,79,1,100,81.4,47640.8,303498.9,2627.2,340.6
Multifamily Housing,0,70695,79,1,100,85,49289.5,303280.9,2254.6,352.8
Multifamily Housing,0,75767,115,1,100,156.5,85316.4,981133.2,13221.2,735.6
Multifamily Housing,0,201429,115,1,100,230.2,234831.8,6601004.6,21266.5,3183.6
Multifamily Housing,0,54663,82,1,100,79.3,36133.3,166602.2,3526.4,251.7
Multifamily Housing,0,207100,69,1,100,62.4,107151.5,621643.7,7033.8,755.6
Office,0,169700,49,1,100,53.9,45263.8,1286689,1396.1,624
Multifamily Housing,0,54438,79,1,100,98.1,44433.3,189296.7,4341.6,309.1
Multifamily Housing,0,116400,58,1,100,112.9,105660.9,655379.7,12128.2,775.4
Multifamily Housing,0,91559,84,1,100,108.8,83497.2,504477.1,10461.1,584.7
Mixed Use Property,0,81338,22,1,100,194.3,8856,4370677.9,6672.5,1310.2
Office,0,207749,48,1,100,80.1,90157.7,2136713.7,2789.6,1113.9
Multifamily Housing,0,139416,78,1,100,62.7,3688.1,370175.6,4238.5,659.9
Hotel,0,190431,94,1,100,89.8,89264.7,2365608.7,13079.7,1165.6
0n-Refrigerated Warehouse,0,61844,70,1,100,60.9,25789.4,326761.8,642.2,235.6
Distribution Center,0,100150,52,1,100,32.7,16125.6,483611.4,350.1,225.8
0n-Refrigerated Warehouse,0,291454,44,1,100,25.3,49658.8,678400.8,147.8,464.8
0n-Refrigerated Warehouse,0,134565,61,1,100,62.8,76642.6,250441.9,286.6,475.9
Office,0,92914,71,1,70,30.3,5285.4,666421.1,2400.5,221.4
Multifamily Housing,0,112800,55,1,100,100.2,88837.5,524229.4,5214,671.3
Multifamily Housing,0,166426,56,1,100,66,68203.8,1210288.4,6489.7,714.4
Multifamily Housing,0,53736,91,1,100,73.5,32518.1,198271.7,3294.7,231.6
Multifamily Housing,0,53275,59,1,100,83.2,37432.7,193633.6,6257.5,256.7
0n-Refrigerated Warehouse,0,163435,52,1,100,38.6,55094,226619.8,271,360.2
Multifamily Housing,0,56982,81,1,100,81.3,40600.2,158792.4,2580,263.6
Multifamily Housing,0,46648,91,1,100,80.8,33658.4,112567.6,9397,212.4
Multifamily Housing,0,56388,91,1,100,85.7,40321.4,226878.9,5243.4,281.9
Multifamily Housing,0,87930,94,1,100,74.4,56058,283847.2,5234.4,378.7
Multifamily Housing,0,75600,94,1,100,71.9,44198.2,282370.7,3595.1,320.1
Multifamily Housing,0,51317,94,1,100,74.5,31891.6,180078.6,2346.6,223.1
Multifamily Housing,0,75415,81,1,100,85.6,52320.4,345368.3,6892.2,381
Multifamily Housing,0,61634,78,1,100,69,29009.5,395619.9,1332.3,268.5
Multifamily Housing,0,57000,86,1,100,106.5,46988.3,391103.9,6375.7,365.6
Multifamily Housing,0,50000,94,1,100,77.1,29308.8,262390.3,1030.8,233.4
Multifamily Housing,0,62400,91,1,100,102,58314.7,191476.7,8736.5,359.1
Multifamily Housing,0,118770,87,1,100,121.6,117680.8,772783.3,8402.9,851
Office,0,83400,88,1,100,69.4,35988.4,621680.1,1848.5,376.2
Multifamily Housing,0,67488,83,1,100,86.6,50279.2,191376,2560.6,337.4
Multifamily Housing,0,71346,84,1,100,83.7,47005.3,398745.7,3753.7,360.9
Multifamily Housing,0,53900,80,1,100,86.4,41786.2,128435.9,2735.6,264.6
Multifamily Housing,0,100471,60,1,100,90.9,78045.1,384551.4,11343.9,526.8
Residence Hall/Dormitory,0,61807,99,1,100,13.2,3850.9,121310,987.4,56.8
Multifamily Housing,0,135625,119,1,100,93.3,68041.2,1708714.1,4278.1,858.7
Mixed Use Property,0,161502,119,1,100,77.2,39446.9,2493004.5,5118.9,930.8
Multifamily Housing,0,107890,37,1,100,77,65341.9,546378.3,4450.8,500
Multifamily Housing,0,105355,51,1,100,70.3,65086.7,282232,2702.4,424.7
Multifamily Housing,0,87260,55,1,100,35.6,13853,503335.8,5974.7,219
Residence Hall/Dormitory,0,54567,109,1,100,66.4,31747.4,146101.2,2407.9,208.3
Multifamily Housing,0,62334,39,1,100,14.9,1768.8,218958.7,2777.5,72.9
Residence Hall/Dormitory,0,122100,119,0,100,213.1,147045,3312010.4,8372,1738.7
Multifamily Housing,0,50292,109,1,100,81.5,34759.4,177804.1,2355.6,237.3
Multifamily Housing,0,89091,52,1,100,43.6,21951.5,487304.2,3147.1,259.1
Residence Hall/Dormitory,0,58965,85,1,100,8.7,758.5,128268.9,785.5,41.2
Multifamily Housing,0,46172,109,1,100,69.7,22055.8,155167.7,1543.2,198.3
Multifamily Housing,0,53418,114,1,100,83.7,39120.5,158024.2,2736.9,255
Multifamily Housing,0,57760,110,1,100,78.1,37879.5,215097.6,1983.8,263.5
Residence Hall/Dormitory,0,88332,109,1,100,61.5,26005.6,825645.2,12094,377.6
Multifamily Housing,0,113232,108,1,100,64.7,33104.2,1175452.5,5534.8,516.2
Multifamily Housing,0,91747,108,1,100,80.3,63509,289023.7,3386.4,423.5
Residence Hall/Dormitory,0,92038,119,1,100,127.2,78922.6,1116294.9,6171.8,742.6
Multifamily Housing,0,51000,90,1,100,89.4,39047.1,186467.1,7071.5,263.2
Multifamily Housing,0,63480,112,1,100,20.1,4579.4,233165.5,2806.2,93.4
Distribution Center,0,103220,51,1,100,39.5,29450.2,326670.9,160.5,251.6
Distribution Center,0,232811,68,1,100,70.8,87502.7,2253391.6,325.1,1119.1
Multifamily Housing,0,302439,36,1,100,141,347070.9,2100238.5,11342.7,2494.3
Multifamily Housing,0,323725,58,1,100,100.8,261886.4,1930028.9,14923.6,1941.5
Multifamily Housing,0,98493,77,1,100,68.2,50794.2,473759.2,2605.5,408.3
Multifamily Housing,0,262019,59,1,100,84.7,183252.5,1030429.8,9993.5,1307.7
0n-Refrigerated Warehouse,0,54001,59,1,100,60.6,275.8,100481.5,127.9,246
Multifamily Housing,0,85152,33,1,100,66.3,47632.4,284817.6,2420.8,331.6
Multifamily Housing,0,182000,66,1,100,87.7,128873.8,879391.6,7207.6,942.8
Multifamily Housing,0,99800,58,2,100,85.3,77920.4,98244.7,764.5,474.9
Multifamily Housing,0,57500,66,1,100,80.9,2358.5,163823.3,5451.1,350.5
Multifamily Housing,0,84423,79,1,100,94.6,0,233545.6,3340.9,608.9
Multifamily Housing,0,110834,29,1,100,73.4,55966.5,735444.8,3994.6,511.6
Multifamily Housing,0,86857,14,1,100,69.9,49050.8,336867.7,4074.6,358.7
Multifamily Housing,0,84062,19,1,100,80.6,48716.1,566496.2,6201.8,421.8
Multifamily Housing,0,57672,94,1,100,70.7,33503.6,207995,5140.6,239.2
Multifamily Housing,0,49768,88,1,100,90.3,38617.4,187555.6,6694.3,259.3
Multifamily Housing,0,60720,92,1,100,85,43750.9,243617.1,3961.7,300.5
Multifamily Housing,0,60105,92,1,100,67.5,31755.8,249280.2,6003.8,243.1
Multifamily Housing,0,53018,91,1,100,97.9,44027.2,226904,3989.4,300.3
Multifamily Housing,0,104278,12,1,100,77.3,62201.9,549281.8,9170.2,489.1
Multifamily Housing,0,55808,13,1,100,91.6,40394.1,320804.8,5181.4,306.8
Multifamily Housing,0,93892,15,1,100,80.9,60011.3,472810.6,7061.5,454.4
Multifamily Housing,0,80369,44,1,100,66.9,2429.7,518157,2672.8,387.2
Multifamily Housing,0,55423,21,1,100,75.5,31960.2,283559.3,2313.8,253
Multifamily Housing,0,55200,88,1,100,67.9,32111.2,163746.8,3638.2,216.8
Multifamily Housing,0,59220,93,1,100,108.4,3462.8,270574.5,0,478.9
Multifamily Housing,0,112161,22,1,100,85.6,67777.4,815896.4,7264.3,599.1
Office,0,195000,92,1,100,22,640.1,1214338.5,1324.8,360.5
Multifamily Housing,0,209551,39,1,100,98.5,166785.6,1162983.5,26462.3,1224.1
Multifamily Housing,0,101308,36,1,100,85.4,68189.3,524378.5,12132.1,516.9
Hotel,0,425150,9,1,100,107.9,205220.4,7371544.9,28590.5,3233.4
Office,0,58901,99,1,100,67.9,28.6,476588.1,579,316.2
Office,0,91001,89,1,100,91.9,6742.9,963643,3956.6,645.9
Office,0,88001,89,1,100,98.5,18069.2,1393837.8,2945.8,657.2
0n-Refrigerated Warehouse,0,193823,78,1,100,102.2,91033.2,3130342.1,1117.2,1390.7
Office,0,141051,133,1,100,150,53363.8,3104601.5,6237.3,1569.3
Multifamily Housing,0,83380,57,1,100,73.4,59458.1,70837.5,896839.6,332.8
Hotel,0,123426,10,1,100,78.6,48523,1406104.1,8174.7,668
Senior Care Community,0,134401,49,1,100,166.4,149859,2110529.5,8794,1419.5
Multifamily Housing,0,148275,34,1,100,82.4,95761.7,803056.5,12557.5,735.7
Hotel,0,354255,31,1,100,72.5,130945,3653893.7,14738.1,1762.8
Other,0,82500,10,1,100,24.3,13020.6,220106.2,72.8,130.3
Multifamily Housing,0,100756,10,1,100,75.9,51598.4,735869.8,7205.9,486.7
Multifamily Housing,0,113775,35,1,100,116.6,101929.1,923098.3,13729.7,805.6
Multifamily Housing,0,50900,92,1,100,104.6,52739.6,24679,7337.6,285.6
Multifamily Housing,0,6700,69,1,100,11.7,22,22065.2,4538.6,6.6
Multifamily Housing,0,77993,60,1,100,88.7,54595,421533.8,5688.9,413.3
Multifamily Housing,0,204831,64,1,100,39.5,39348.3,1204532.5,10326.6,560.6
Multifamily Housing,0,87001,64,1,100,80.8,59032.8,319137.7,6054.7,408.4
Multifamily Housing,0,113851,66,1,100,79.1,65629.1,609427.7,7125.9,551.7
Multifamily Housing,0,73173,69,1,100,98.9,62290.5,281792.9,5045.6,415.2
Senior Care Community,0,107658,42,1,100,190.7,164720,1094713,11596.2,1209
College/University,0,24058,64,1,100,92.1,17448.9,79400,386,130.3
Multifamily Housing,0,73566,13,1,100,56.9,28235.1,403807.6,2045.1,266.8
Multifamily Housing,0,81730,58,1,100,73,41134.6,528390.8,3353.2,374.9
Multifamily Housing,0,131626,36,1,100,79.4,79642,744322,12248.6,637
Hotel,0,157462,92,1,100,126.8,20481,2072921.7,8886.1,1428
Multifamily Housing,0,226800,57,1,100,112.4,202295.1,1281323.7,7646.8,1494.5
Multifamily Housing,0,153000,117,1,100,117.1,167897.3,106722.5,6272,978.4
Multifamily Housing,0,108120,55,1,100,88.3,79493,475202.7,5466,558.3
Multifamily Housing,0,60915,10,1,100,69,25996.3,445505.2,2140.9,272.8
Multifamily Housing,0,76262,13,1,100,77.3,43751,454346.6,6762.2,362.9
Multifamily Housing,0,61542,84,1,100,107.7,53182.4,273166.3,6463.3,389.2
Office,0,63492,90,1,100,86.3,23954.6,882435.5,2415.5,386.2
Office,0,121150,107,1,100,63.4,21246.5,1612280,2245.7,583.5
Multifamily Housing,0,64344,83,1,100,106.7,7487.3,649790.4,3551,517
Multifamily Housing,0,60775,92,1,100,71.7,37491.5,174586.1,3635.9,250.8
Multifamily Housing,0,78000,82,1,100,105,65867.7,357426.4,7534,481.4
Multifamily Housing,0,176480,63,1,100,98.9,147382.3,764966.3,12948.9,1012.1
Multifamily Housing,0,76368,83,1,100,68.7,42536.1,285408.1,2599.2,309.5
Office,0,71798,77,1,100,72.7,26147.5,760302.7,252.1,359.2
Multifamily Housing,0,57660,78,1,100,82.7,38241.9,219607.1,4413.5,281.7
Multifamily Housing,0,67200,95,1,100,93.2,50372.5,247822,7331.2,368.1
Multifamily Housing,0,81298,12,1,100,71.6,41496.4,484711.3,6038.3,361.5
Multifamily Housing,0,66010,89,1,100,64.2,35209.1,202548.5,476.9,247.4
Multifamily Housing,0,65826,91,1,100,82.5,46396.3,223549.3,1513.7,312.9
Multifamily Housing,0,89562,94,1,100,79.6,57453.5,392438.2,4134.9,421.6
Multifamily Housing,0,139094,14,1,95,89.1,85561.2,994139.6,21320.9,775.9
Multifamily Housing,0,65394,91,1,100,23.4,6085.9,269411.8,3084.7,110.2
Multifamily Housing,0,52290,91,1,100,164,69500.2,198104.2,8821,497.8
Multifamily Housing,0,74016,73,1,100,85.6,54111.8,260909.3,15140.6,365.2
Multifamily Housing,0,55918,107,1,100,86.7,1374.6,190361.3,3283.2,363.9
Multifamily Housing,0,56635,110,1,100,99.7,3298,273609.8,7699.3,426
Multifamily Housing,0,72791,57,1,100,85.7,48572.3,298629.5,3857.7,371.7
Multifamily Housing,0,54923,57,1,100,117.4,56256.1,233023.1,5124.2,367.7
Multifamily Housing,0,114658,73,1,100,95.8,85424,462262.8,9424.7,651.3
Office,0,76482,9,1,100,83.6,14952.6,1427786.6,1414.6,493.9
Multifamily Housing,0,66168,70,1,100,79.8,43880.7,251098.3,3362.2,308.4
Multifamily Housing,0,77040,71,1,100,16.4,1214,323363.5,8648.9,102.8
Office,0,58500,108,1,100,96.2,17536.7,675135.7,2430,405.1
Multifamily Housing,0,137014,80,1,100,84.5,104544.9,369148,4489.1,655.6
Multifamily Housing,0,70967,78,1,100,105.3,67161.6,210020.9,3308.6,420.4
Multifamily Housing,0,62157,81,1,100,69.9,33522.3,286679.2,2236.7,262
Office,0,217084,99,1,90,99.5,18815.1,3369390.3,6398.1,1685.7
Multifamily Housing,0,68491,82,1,100,102.2,64072.7,197888.9,3159.8,393.6
Multifamily Housing,0,123694,68,1,100,88.1,95227.7,411089.2,5852.6,624.1
Multifamily Housing,0,77040,52,1,100,96.8,65757.1,245958.1,4909,423.4
Multifamily Housing,0,58363,79,1,100,100.7,49183.9,270851.9,3586.9,342
Multifamily Housing,0,122556,111,1,100,129.3,130834.6,815635.9,15563.8,931.5
Office,0,57835,26,1,100,35.7,7355,378379.4,745.8,150.7
Enclosed Mall,0,163001,19,1,100,77.5,34690.7,2684222.2,5459.3,959.9
Multifamily Housing,0,187891,19,1,100,86.4,104368.9,1739738.8,7706.1,1050.8
Multifamily Housing,0,278650,43,1,100,102.4,5501.8,1678453.3,6325.1,2166.3
Multifamily Housing,0,287584,17,1,100,83.5,166649.1,2128174.8,12469.3,1505.6
Multifamily Housing,0,385660,32,1,100,48.4,69055.5,1536607.1,9646.7,1297.6
Multifamily Housing,0,404293,42,1,100,86,257231.9,2623546.7,11279.2,2132
Multifamily Housing,0,215823,17,1,100,77.1,93510.3,2116964.3,8631.7,1112.6
Multifamily Housing,0,252831,33,1,100,76.8,79907.5,1314462.9,8331.1,1320.2
Office,0,71745,119,1,100,40.8,172.3,852361.9,723.4,247.2
Office,0,104680,15,1,100,94.6,45054.4,1553580.9,6337,695.6
Multifamily Housing,0,64368,91,1,100,89.5,45014.9,305235.3,5054.6,343.1
Multifamily Housing,0,51040,90,1,100,68.5,28745.8,181042.4,2497.1,205.9
